"wage" "exp" "ed"
"1775" 685.000795790838 36 12
"1776" 743.999230084578 37 12
"1777" 815.996446357027 38 12
"1778" 833.997162437632 39 12
"1779" 425.000353207269 3 12
"1780" 410.001164525329 4 12
"1781" 532.999240920146 5 12
"1782" 583.001640359971 6 12
"1783" 638.001095226964 7 12
"1784" 707.997101670779 8 12
"1785" 757.997433687427 9 12
"1786" 507.999264630663 5 16
"1787" 574.999976541524 6 16
"1788" 665.001967966769 7 16
"1789" 799.998617866852 8 16
"1790" 1075.00436390496 9 16
"1791" 1100.00499534623 10 16
"1792" 1200.0037970747 11 16
"1793" 768.000204942615 32 12
"1794" 849.000690821947 33 12
"1795" 897.003711740939 34 12
"1796" 986.003594368353 35 12
"1797" 1126.99491268865 36 12
"1798" 1170.00113748414 37 12
"1799" 1339.9934434698 38 12
"1800" 673.003143156438 25 17
"1801" 662.002941976237 26 17
"1802" 763.001502131438 27 17
"1803" 764.001689078645 28 17
"1804" 807.998336716667 29 17
"1805" 811.001578113935 30 17
"1806" 1089.99675701155 31 17
"1807" 349.998895932531 10 10
"1808" 349.998895932531 11 10
"1809" 500.000950789808 12 10
"1810" 485.000537895619 13 10
"1811" 509.999629883765 14 10
"1812" 485.000537895619 15 10
"1813" 477.001673849198 16 10
"1814" 699.999765469656 10 12
"1815" 760.001190707847 11 12
"1816" 850.003102943956 12 12
"1817" 1050.00478470175 13 12
"1818" 1125.00189603326 14 12
"1819" 1274.99814157088 15 12
"1820" 1499.99941936466 16 12
"1821" 553.997403548089 16 10
"1822" 578.998565487013 17 10
"1823" 620.000323615819 18 10
"1824" 838.001591797526 19 10
"1825" 906.997777748293 20 10
"1826" 1044.99773820559 21 10
"1827" 1018.00488935329 22 10
"1828" 933.004477620172 12 16
"1829" 945.997569680045 13 16
"1830" 1004.00271055098 14 16
"1831" 1004.00271055098 15 16
"1832" 1497.00241852577 16 16
"1833" 1325.00299659646 17 16
"1834" 1600.00174683636 18 16
"1835" 450.00108775735 10 12
"1836" 495.001107529737 11 12
"1837" 584.998919370362 12 12
"1838" 600.000206870348 13 12
"1839" 699.999765469656 14 12
"1840" 737.001553458096 15 12
"1841" 749.997595106089 16 12
"1842" 550.000946976231 3 16
"1843" 540.000464638707 4 16
"1844" 550.000946976231 5 16
"1845" 774.997652254713 6 16
"1846" 749.997595106089 7 16
"1847" 714.998181976096 8 16
"1848" 1150.00319544355 9 16
"1849" 794.998318851584 15 12
"1850" 855.99967802273 16 12
"1851" 936.00423402655 17 12
"1852" 1050.00478470175 18 12
"1853" 1100.00499534623 19 12
"1854" 1280.00594316431 20 12
"1855" 1360.00002892707 21 12
"1856" 997.996730246516 21 17
"1857" 997.996730246516 22 17
"1858" 1129.99670977657 23 17
"1859" 1200.0037970747 24 17
"1860" 1350.00017356617 25 17
"1861" 1425.0041429046 26 17
"1862" 1450.00168864978 27 17
"1863" 706.003362337778 14 12
"1864" 735.999912615552 15 12
"1865" 838.999407274224 16 12
"1866" 889.998698174647 17 12
"1867" 1000.00472102901 18 12
"1868" 1100.00499534623 19 12
"1869" 1200.0037970747 20 12
"1870" 363.998592182949 8 14
"1871" 436.998603745458 9 14
"1872" 395.998332346737 10 14
"1873" 563.000209357393 11 14
"1874" 530.998926721615 12 14
"1875" 495.001107529737 13 14
"1876" 724.998800231354 14 14
"1877" 630.000113787096 21 9
"1878" 850.003102943956 22 9
"1879" 914.996280280459 23 9
"1880" 949.998114637014 24 9
"1881" 1100.00499534623 25 9
"1882" 1200.0037970747 26 9
"1883" 1350.00017356617 27 9
"1884" 997.996730246516 21 16
"1885" 997.996730246516 22 16
"1886" 2750.01047570326 23 16
"1887" 3399.9975839464 24 16
"1888" 3050.0095477305 25 16
"1889" 2766.00688119503 26 16
"1890" 2552.9887228074 27 16
"1891" 657.996755195942 7 16
"1892" 705.001549019053 8 16
"1893" 718.99902379923 9 16
"1894" 799.998617866852 10 16
"1895" 600.000206870348 11 16
"1896" 1200.0037970747 12 16
"1897" 959.996846921771 13 16
"1898" 574.999976541524 6 16
"1899" 630.000113787096 7 16
"1900" 899.99571301833 8 16
"1901" 899.99571301833 9 16
"1902" 1000.00472102901 10 16
"1903" 1059.99556167681 11 16
"1904" 1200.0037970747 12 16
"1905" 550.997350163116 24 12
"1906" 696.000236407284 25 12
"1907" 709.003171695816 26 12
"1908" 758.998650957916 27 12
"1909" 899.99571301833 28 12
"1910" 936.00423402655 29 12
"1911" 989.995106314746 30 12
"1912" 767.002453355238 14 17
"1913" 857.001783763559 15 17
"1914" 913.999477691056 16 17
"1915" 1006.99910103281 17 17
"1916" 1050.00478470175 18 17
"1917" 1113.99730358049 19 17
"1918" 1204.99416067482 20 17
"1919" 500.000950789808 1 17
"1920" 480.001870130714 2 17
"1921" 574.999976541524 3 17
"1922" 699.999765469656 4 17
"1923" 634.996825711075 5 17
"1924" 500.000950789808 6 17
"1925" 2500.00997287916 7 17
"1926" 701.001481190317 4 12
"1927" 749.997595106089 5 12
"1928" 799.998617866852 6 12
"1929" 831.997969239233 7 12
"1930" 919.996623566557 8 12
"1931" 1050.00478470175 9 12
"1932" 1100.00499534623 10 12
"1933" 614.998605300573 33 8
"1934" 657.996755195942 34 8
"1935" 828.999871392851 35 8
"1936" 870.998278163172 36 8
"1937" 899.99571301833 37 8
"1938" 970.003810654979 38 8
"1939" 1092.00419732317 39 8
"1940" 997.996730246516 7 15
"1941" 997.996730246516 8 15
"1942" 1300.00059351562 9 15
"1943" 1454.99828367487 10 15
"1944" 1574.99913176616 11 15
"1945" 1532.99711969221 12 15
"1946" 1764.00134669679 13 15
"1947" 715.999880456188 15 12
"1948" 796.000648068135 16 12
"1949" 952.004726890356 17 12
"1950" 936.996924547645 18 12
"1951" 1062.00084768674 19 12
"1952" 1250.00146213042 20 12
"1953" 1325.99712159418 21 12
"1954" 425.000353207269 29 13
"1955" 425.000353207269 30 13
"1956" 450.00108775735 31 13
"1957" 500.000950789808 32 13
"1958" 525.00091214019 33 13
"1959" 525.00091214019 34 13
"1960" 550.000946976231 35 13
"1961" 686.001627381973 5 12
"1962" 706.003362337778 6 12
"1963" 721.00062201782 7 12
"1964" 831.997969239233 8 12
"1965" 968.995531088153 9 12
"1966" 1069.99579763038 10 12
"1967" 1100.00499534623 11 12
"1968" 850.003102943956 18 17
"1969" 850.003102943956 19 17
"1970" 909.995814454711 20 17
"1971" 944.995343529886 21 17
"1972" 1125.00189603326 22 17
"1973" 1200.0037970747 23 17
"1974" 1450.00168864978 24 17
"1975" 997.996730246516 44 9
"1976" 500.000950789808 45 9
"1977" 1250.00146213042 46 9
"1978" 1000.00472102901 47 9
"1979" 1499.99941936466 48 9
"1980" 1749.99813289527 49 9
"1981" 1499.99941936466 50 9
"1982" 628.99920953592 29 12
"1983" 634.996825711075 30 12
"1984" 678.999234388077 31 12
"1985" 834.998559750778 32 12
"1986" 728.997279370765 33 12
"1987" 843.997894563638 34 12
"1988" 874.996599443695 35 12
"1989" 654.001732149286 5 12
"1990" 686.997051249574 6 12
"1991" 855.99967802273 7 12
"1992" 897.999938664626 8 12
"1993" 862.004076697537 9 12
"1994" 1062.99959782259 10 12
"1995" 1001.9967117973 11 12
"1996" 399.998181160942 11 10
"1997" 589.998503231037 12 10
"1998" 709.996471283663 13 10
"1999" 839.998410858121 14 10
"2000" 850.003102943956 15 10
"2001" 940.000117251801 16 10
"2002" 850.003102943956 17 10
"2003" 668.001220078635 15 10
"2004" 647.999548763883 16 10
"2005" 709.003171695816 17 10
"2006" 854.998744059993 18 10
"2007" 979.997479771915 19 10
"2008" 1091.00001545612 20 10
"2009" 1193.00426844482 21 10
"2010" 958.00212870628 13 12
"2011" 997.996730246516 14 12
"2012" 1125.00189603326 15 12
"2013" 1274.99814157088 16 12
"2014" 1400.00347815963 17 12
"2015" 1053.00156672409 18 12
"2016" 1704.99933553159 19 12
"2017" 997.996730246516 28 16
"2018" 997.996730246516 29 16
"2019" 1749.99813289527 30 16
"2020" 2199.99419344557 31 16
"2021" 1999.99508092189 32 16
"2022" 2750.01047570326 33 16
"2023" 2750.01047570326 34 16
"2024" 538.000774633518 4 13
"2025" 495.001107529737 5 13
"2026" 515.00159616065 6 13
"2027" 560.001801114547 7 13
"2028" 689.99889766288 8 13
"2029" 699.999765469656 9 13
"2030" 749.997595106089 10 13
"2031" 899.99571301833 36 12
"2032" 924.996542807467 37 12
"2033" 1080.00397427959 38 12
"2034" 1100.00499534623 39 12
"2035" 818.996655331166 40 12
"2036" 1055.00417157302 41 12
"2037" 1054.00239352994 42 12
"2038" 747.003596714444 27 12
"2039" 718.000309423441 28 12
"2040" 799.998617866852 29 12
"2041" 847.999460848638 30 12
"2042" 1137.00171260693 31 12
"2043" 1124.00108977064 32 12
"2044" 1375.00136111225 33 12
"2045" 431.000823166071 10 12
"2046" 486.997992062918 11 12
"2047" 550.997350163116 12 12
"2048" 704.001157265689 13 12
"2049" 701.997610377948 14 12
"2050" 855.99967802273 15 12
"2051" 1014.00184127243 16 12
"2052" 490.997973257073 16 12
"2053" 525.999362100351 17 12
"2054" 580.999560269206 18 12
"2055" 625.999767691382 19 12
"2056" 694.998717333653 20 12
"2057" 746.003282255215 21 12
"2058" 825.996057081083 22 12
"2059" 563.000209357393 22 12
"2060" 746.003282255215 23 12
"2061" 840.998603963909 24 12
"2062" 874.996599443695 25 12
"2063" 958.00212870628 26 12
"2064" 1064.99991677715 27 12
"2065" 1150.00319544355 28 12
"2066" 630.000113787096 30 8
"2067" 563.000209357393 31 8
"2068" 600.000206870348 32 8
"2069" 653.001874585181 33 8
"2070" 728.997279370765 34 8
"2071" 729.996690083525 35 8
"2072" 878.995694945272 36 8
"2073" 620.000323615819 12 12
"2074" 620.999328119673 13 12
"2075" 730.997470927287 14 12
"2076" 821.999675263884 15 12
"2077" 850.003102943956 16 12
"2078" 970.003810654979 17 12
"2079" 899.99571301833 18 12
"2080" 660.000108886498 11 12
"2081" 500.000950789808 12 12
"2082" 834.998559750778 13 12
"2083" 784.997081546235 14 12
"2084" 550.000946976231 15 12
"2085" 500.000950789808 16 12
"2086" 500.000950789808 17 12
"2087" 550.000946976231 35 16
"2088" 550.000946976231 36 16
"2089" 550.000946976231 37 16
"2090" 550.000946976231 38 16
"2091" 699.999765469656 39 16
"2092" 749.997595106089 40 16
"2093" 850.003102943956 41 16
"2094" 467.000346668754 33 12
"2095" 520.000617981121 34 12
"2096" 550.000946976231 35 12
"2097" 573.00245432771 36 12
"2098" 640.001167134685 37 12
"2099" 666.99996937428 38 12
"2100" 733.003150523855 39 12
"2101" 689.99889766288 9 14
"2102" 699.999765469656 10 14
"2103" 779.996942652755 11 14
"2104" 924.996542807467 12 14
"2105" 949.998114637014 13 14
"2106" 1050.00478470175 14 14
"2107" 1250.00146213042 15 14
"2108" 505.000793216566 11 17
"2109" 550.000946976231 12 17
"2110" 649.998464123521 13 17
"2111" 794.998318851584 14 17
"2112" 879.998321426019 15 17
"2113" 901.995922912728 16 17
"2114" 949.998114637014 17 17
"2115" 314.999168771022 2 13
"2116" 349.998895932531 3 13
"2117" 435.001726479849 4 13
"2118" 4999.98404294427 5 13
"2119" 674.998183663486 6 13
"2120" 724.998800231354 7 13
"2121" 815.001537710148 8 13
"2122" 474.997718089027 11 9
"2123" 525.00091214019 12 9
"2124" 574.999976541524 13 9
"2125" 624.9989689156 14 9
"2126" 649.998464123521 15 9
"2127" 699.999765469656 16 9
"2128" 607.000733827328 17 9
"2129" 997.996730246516 18 16
"2130" 997.996730246516 19 16
"2131" 1409.99297346269 20 16
"2132" 1409.99297346269 21 16
"2133" 1000.00472102901 22 16
"2134" 1389.00091291452 23 16
"2135" 1440.00231470099 24 16
"2136" 662.002941976237 18 12
"2137" 737.997177450249 19 12
"2138" 812.99909793813 20 12
"2139" 724.998800231354 21 12
"2140" 612.99697427857 22 12
"2141" 500.000950789808 23 12
"2142" 749.997595106089 24 12
"2143" 632.999732782793 3 8
"2144" 789.997673089184 4 8
"2145" 709.003171695816 5 8
"2146" 739.999862213333 6 8
"2147" 929.99573489279 7 8
"2148" 954.998719841761 8 8
"2149" 1175.99514494274 9 8
"2150" 653.001874585181 27 11
"2151" 701.997610377948 28 11
"2152" 749.000761345989 29 11
"2153" 859.997945249558 30 11
"2154" 968.995531088153 31 11
"2155" 1086.0038004703 32 11
"2156" 1181.99622001018 33 11
"2157" 405.001187823594 18 9
"2158" 450.00108775735 19 9
"2159" 509.999629883765 20 9
"2160" 417.999401205081 21 9
"2161" 452.999037157209 22 9
"2162" 490.002258363915 23 9
"2163" 529.00082954761 24 9
"2164" 561.998960360707 13 12
"2165" 597.999549137692 14 12
"2166" 655.003120666344 15 12
"2167" 712.998987245327 16 12
"2168" 815.001537710148 17 12
"2169" 889.002457631536 18 12
"2170" 968.995531088153 19 12
"2171" 609.001054965586 5 12
"2172" 709.996471283663 6 12
"2173" 734.999633078657 7 12
"2174" 804.998166680144 8 12
"2175" 935.003245120709 9 12
"2176" 1029.99579634819 10 12
"2177" 1137.00171260693 11 12
"2178" 717.002982296274 14 14
"2179" 773.99854984291 15 14
"2180" 859.000926016024 16 14
"2181" 935.003245120709 17 14
"2182" 998.995226141501 18 14
"2183" 798.999244333104 19 14
"2184" 1165.99490819355 20 14
"2185" 504.00188089554 8 16
"2186" 570.002074331475 9 16
"2187" 620.000323615819 10 16
"2188" 660.000108886498 11 16
"2189" 762.002624571296 12 16
"2190" 779.996942652755 13 16
"2191" 1250.00146213042 14 16
"2192" 546.000559243568 10 12
"2193" 576.001347440743 11 12
"2194" 611.00185794898 12 12
"2195" 660.000108886498 13 12
"2196" 753.003593475254 14 12
"2197" 894.003777002857 15 12
"2198" 1069.99579763038 16 12
"2199" 300.999920310599 10 17
"2200" 600.000206870348 11 17
"2201" 600.000206870348 12 17
"2202" 760.997444671547 13 17
"2203" 749.997595106089 14 17
"2204" 799.998617866852 15 17
"2205" 924.996542807467 16 17
"2206" 997.996730246516 30 17
"2207" 997.996730246516 31 17
"2208" 2149.9932895988 32 17
"2209" 2325.0108856256 33 17
"2210" 2486.99392226836 34 17
"2211" 1999.99508092189 35 17
"2212" 2708.01182306671 36 17
"2213" 399.998181160942 12 12
"2214" 365.998779977133 13 12
"2215" 699.999765469656 14 12
"2216" 665.001967966769 15 12
"2217" 500.000950789808 16 12
"2218" 799.998617866852 17 12
"2219" 500.000950789808 18 12
"2220" 574.999976541524 10 15
"2221" 649.998464123521 11 15
"2222" 850.003102943956 12 15
"2223" 699.999765469656 13 15
"2224" 899.99571301833 14 15
"2225" 719.999127353256 15 15
"2226" 1000.00472102901 16 15
"2227" 666.000219420137 24 12
"2228" 715.999880456188 25 12
"2229" 776.999727764385 26 12
"2230" 857.001783763559 27 12
"2231" 942.004451359584 28 12
"2232" 1035.99748996211 29 12
"2233" 1136.00159121779 30 12
"2234" 442.000052121661 20 6
"2235" 511.00020940595 21 6
"2236" 529.00082954761 22 6
"2237" 649.998464123521 23 6
"2238" 731.999623780417 24 6
"2239" 630.000113787096 25 6
"2240" 879.998321426019 26 6
"2241" 419.998021268147 6 12
"2242" 496.002020348551 7 12
"2243" 530.001586532906 8 12
"2244" 600.000206870348 9 12
"2245" 646.000320556519 10 12
"2246" 696.000236407284 11 12
"2247" 798.001119235837 12 12
"2248" 802.001116491832 13 12
"2249" 850.003102943956 14 12
"2250" 949.998114637014 15 12
"2251" 1050.00478470175 16 12
"2252" 1150.00319544355 17 12
"2253" 1203.99443046689 18 12
"2254" 1250.00146213042 19 12
"2255" 699.999765469656 12 16
"2256" 699.999765469656 13 16
"2257" 899.99571301833 14 16
"2258" 949.998114637014 15 16
"2259" 959.996846921771 16 16
"2260" 1100.00499534623 17 16
"2261" 1250.00146213042 18 16
"2262" 486.997992062918 3 14
"2263" 739.999862213333 4 14
"2264" 799.998617866852 5 14
"2265" 869.997205870179 6 14
"2266" 953.996497444765 7 14
"2267" 1059.99556167681 8 14
"2268" 1100.00499534623 9 14
"2269" 525.00091214019 35 15
"2270" 540.000464638707 36 15
"2271" 600.000206870348 37 15
"2272" 600.000206870348 38 15
"2273" 718.99902379923 39 15
"2274" 749.997595106089 40 15
"2275" 799.998617866852 41 15
"2276" 699.999765469656 22 12
"2277" 799.998617866852 23 12
"2278" 699.999765469656 24 12
"2279" 923.998085805067 25 12
"2280" 899.99571301833 26 12
"2281" 1256.99596680853 27 12
"2282" 1316.99775880601 28 12
"2283" 377.001814336466 10 12
"2284" 490.997973257073 11 12
"2285" 511.00020940595 12 12
"2286" 550.000946976231 13 12
"2287" 627.99989545798 14 12
"2288" 450.00108775735 15 12
"2289" 500.000950789808 16 12
"2290" 749.997595106089 31 10
"2291" 799.998617866852 32 10
"2292" 839.998410858121 33 10
"2293" 914.996280280459 34 10
"2294" 965.001832209618 35 10
"2295" 1059.99556167681 36 10
"2296" 1145.00009619336 37 10
"2297" 614.998605300573 38 15
"2298" 649.998464123521 39 15
"2299" 699.999765469656 40 15
"2300" 799.998617866852 41 15
"2301" 799.998617866852 42 15
"2302" 899.99571301833 43 15
"2303" 1000.00472102901 44 15
"2304" 862.004076697537 35 17
"2305" 909.995814454711 36 17
"2306" 959.996846921771 37 17
"2307" 944.995343529886 38 17
"2308" 1042.00289435355 39 17
"2309" 1170.00113748414 40 17
"2310" 1230.00067850944 41 17
"2311" 981.998715196755 38 11
"2312" 997.996730246516 39 11
"2313" 1000.00472102901 40 11
"2314" 1100.00499534623 41 11
"2315" 1250.00146213042 42 11
"2316" 1221.99494125853 43 11
"2317" 1200.0037970747 44 11
"2318" 274.00051885016 36 12
"2319" 336.999012472701 37 12
"2320" 317.999560276208 38 12
"2321" 365.000965943669 39 12
"2322" 386.998183801736 40 12
"2323" 480.001870130714 41 12
"2324" 447.000628208176 42 12
"2325" 630.000113787096 6 12
"2326" 749.997595106089 7 12
"2327" 734.999633078657 8 12
"2328" 760.001190707847 9 12
"2329" 929.99573489279 10 12
"2330" 1095.99729561461 11 12
"2331" 1000.00472102901 12 12
"2332" 563.000209357393 35 5
"2333" 349.998895932531 36 5
"2334" 598.999042729611 37 5
"2335" 450.00108775735 38 5
"2336" 450.00108775735 39 5
"2337" 450.00108775735 40 5
"2338" 600.000206870348 41 5
"2339" 598.999042729611 24 16
"2340" 623.999770137519 25 16
"2341" 660.000108886498 26 16
"2342" 838.001591797526 27 16
"2343" 850.003102943956 28 16
"2344" 1144.00437930932 29 16
"2345" 1200.0037970747 30 16
"2346" 550.000946976231 28 14
"2347" 689.99889766288 29 14
"2348" 640.001167134685 30 14
"2349" 719.999127353256 31 14
"2350" 989.995106314746 32 14
"2351" 617.00060225067 33 14
"2352" 1006.99910103281 34 14
"2353" 774.997652254713 4 12
"2354" 874.996599443695 5 12
"2355" 1000.00472102901 6 12
"2356" 1062.99959782259 7 12
"2357" 1055.99634174122 8 12
"2358" 1221.99494125853 9 12
"2359" 1624.99497101654 10 12
"2360" 397.999201897594 9 12
"2361" 386.001015387911 10 12
"2362" 485.000537895619 11 12
"2363" 488.998782648303 12 12
"2364" 753.998214524115 13 12
"2365" 749.997595106089 14 12
"2366" 899.99571301833 15 12
"2367" 358.999142533732 9 12
"2368" 359.998548680869 10 12
"2369" 377.998414059123 11 12
"2370" 436.998603745458 12 12
"2371" 436.998603745458 13 12
"2372" 438.000477255377 14 12
"2373" 525.00091214019 15 12
"2374" 718.000309423441 28 12
"2375" 784.000768045657 29 12
"2376" 843.002564408337 30 12
"2377" 904.995525962626 31 12
"2378" 904.995525962626 32 12
"2379" 1010.00443407607 33 12
"2380" 1142.99809828411 34 12
"2381" 997.996730246516 7 17
"2382" 997.996730246516 8 17
"2383" 1402.00691524952 9 17
"2384" 1600.00174683636 10 17
"2385" 1760.00160506406 11 17
"2386" 1949.9909294834 12 17
"2387" 2149.9932895988 13 17
"2388" 636.000913716338 31 9
"2389" 705.001549019053 32 9
"2390" 782.997889042047 33 9
"2391" 940.000117251801 34 9
"2392" 1018.00488935329 35 9
"2393" 1256.99596680853 36 9
"2394" 1436.99585271043 37 9
"2395" 997.996730246516 27 12
"2396" 997.996730246516 28 12
"2397" 1320.00393943973 29 12
"2398" 1400.00347815963 30 12
"2399" 1497.00241852577 31 12
"2400" 1596.99656930431 32 12
"2401" 1333.00357220657 33 12
"2402" 997.996730246516 19 17
"2403" 997.996730246516 20 17
"2404" 1999.99508092189 21 17
"2405" 2250.01013582628 22 17
"2406" 2299.98987561263 23 17
"2407" 1999.99508092189 24 17
"2408" 2167.00216367179 25 17
"2409" 474.997718089027 17 11
"2410" 550.000946976231 18 11
"2411" 547.000655075569 19 11
"2412" 749.997595106089 20 11
"2413" 649.998464123521 21 11
"2414" 699.999765469656 22 11
"2415" 649.998464123521 23 11
"2416" 997.996730246516 22 17
"2417" 997.996730246516 23 17
"2418" 719.999127353256 24 17
"2419" 1150.00319544355 25 17
"2420" 1200.0037970747 26 17
"2421" 1513.99934292809 27 17
"2422" 1499.99941936466 28 17
"2423" 874.996599443695 18 17
"2424" 979.997479771915 19 17
"2425" 1000.00472102901 20 17
"2426" 1058.99963400817 21 17
"2427" 1050.00478470175 22 17
"2428" 1335.00457794399 23 17
"2429" 1250.00146213042 24 17
"2430" 997.996730246516 27 16
"2431" 997.996730246516 28 16
"2432" 2550.00347271356 29 16
"2433" 2799.98685077365 30 16
"2434" 3300.00743340829 31 16
"2435" 2750.01047570326 32 16
"2436" 3041.99856168422 33 16
"2437" 463.997887771825 3 12
"2438" 710.998272411995 4 12
"2439" 773.99854984291 5 12
"2440" 927.998391975799 6 12
"2441" 1066.00148736335 7 12
"2442" 1185.99812664608 8 12
"2443" 1335.00457794399 9 12
"2444" 699.999765469656 37 11
"2445" 802.001116491832 38 11
"2446" 855.99967802273 39 11
"2447" 909.995814454711 40 11
"2448" 1054.00239352994 41 11
"2449" 1118.99920739924 42 11
"2450" 1190.00168253556 43 11
"2451" 375.001490264057 23 8
"2452" 399.998181160942 24 8
"2453" 715.999880456188 25 8
"2454" 784.997081546235 26 8
"2455" 809.996559397455 27 8
"2456" 916.00332996455 28 8
"2457" 1037.99889585317 29 8
"2458" 624.9989689156 5 14
"2459" 715.999880456188 6 14
"2460" 774.997652254713 7 14
"2461" 922.004403891338 8 14
"2462" 1000.00472102901 9 14
"2463" 1137.00171260693 10 14
"2464" 1144.00437930932 11 14
"2465" 997.996730246516 30 17
"2466" 997.996730246516 31 17
"2467" 3500.00613383411 32 17
"2468" 3000.00729705814 33 17
"2469" 3150.00714477612 34 17
"2470" 2824.00113351674 35 17
"2471" 2931.00310477802 36 17
"2472" 668.001220078635 21 12
"2473" 699.999765469656 22 12
"2474" 768.999254450521 23 12
"2475" 769.999603567351 24 12
"2476" 1000.00472102901 25 12
"2477" 1112.00503202208 26 12
"2478" 1200.0037970747 27 12
"2479" 319.999681346152 7 12
"2480" 365.000965943669 8 12
"2481" 740.999536655744 9 12
"2482" 940.000117251801 10 12
"2483" 439.9979201635 11 12
"2484" 550.000946976231 12 12
"2485" 550.000946976231 13 12
"2486" 595.999602429184 4 12
"2487" 658.997670766964 5 12
"2488" 749.000761345989 6 12
"2489" 902.997694267406 7 12
"2490" 996.002731449485 8 12
"2491" 1076.00458299318 9 12
"2492" 1166.99809512314 10 12
"2493" 570.002074331475 16 12
"2494" 674.998183663486 17 12
"2495" 719.999127353256 18 12
"2496" 760.001190707847 19 12
"2497" 899.99571301833 20 12
"2498" 979.997479771915 21 12
"2499" 1104.99932158341 22 12
"2500" 658.997670766964 16 16
"2501" 674.998183663486 17 16
"2502" 699.999765469656 18 16
"2503" 818.996655331166 19 16
"2504" 916.00332996455 20 16
"2505" 638.997153659095 21 16
"2506" 1087.00338370451 22 16
"2507" 395.998332346737 36 10
"2508" 395.998332346737 37 10
"2509" 450.00108775735 38 10
"2510" 500.000950789808 39 10
"2511" 522.001259126781 40 10
"2512" 558.000578991529 41 10
"2513" 621.999942316233 42 10
"2514" 997.996730246516 28 12
"2515" 997.996730246516 29 12
"2516" 1400.00347815963 30 12
"2517" 1050.00478470175 31 12
"2518" 1100.00499534623 32 12
"2519" 1303.99772779946 33 12
"2520" 1250.00146213042 34 12
"2521" 224.999909504024 5 17
"2522" 240.000258398061 6 17
"2523" 500.000950789808 7 17
"2524" 520.000617981121 8 17
"2525" 568.999752982172 9 17
"2526" 1300.00059351562 10 17
"2527" 1362.0006991019 11 17
"2528" 724.998800231354 20 10
"2529" 781.996292902354 21 10
"2530" 909.995814454711 22 10
"2531" 954.998719841761 23 10
"2532" 1174.99597377744 24 10
"2533" 1185.0023065227 25 10
"2534" 1225.00474936014 26 10
"2535" 455.99871886324 15 12
"2536" 476.00102138694 16 12
"2537" 501.001953360291 17 12
"2538" 709.996471283663 18 12
"2539" 749.997595106089 19 12
"2540" 806.997039711581 20 12
"2541" 899.99571301833 21 12
"2542" 624.9989689156 20 13
"2543" 600.000206870348 21 13
"2544" 646.000320556519 22 13
"2545" 850.003102943956 23 13
"2546" 874.996599443695 24 13
"2547" 889.002457631536 25 13
"2548" 889.002457631536 26 13
"2549" 997.996730246516 32 17
"2550" 997.996730246516 33 17
"2551" 151.000024640949 34 17
"2552" 1600.00174683636 35 17
"2553" 1749.99813289527 36 17
"2554" 1600.00174683636 37 17
"2555" 1526.99953393122 38 17
"2556" 749.997595106089 12 12
"2557" 699.999765469656 13 12
"2558" 699.999765469656 14 12
"2559" 355.000784737095 15 12
"2560" 1018.00488935329 16 12
"2561" 867.000887131724 17 12
"2562" 798.001119235837 18 12
"2563" 674.998183663486 25 9
"2564" 865.00042650403 26 9
"2565" 1029.99579634819 27 9
"2566" 924.996542807467 28 9
"2567" 975.002465780217 29 9
"2568" 1075.00436390496 30 9
"2569" 1200.0037970747 31 9
"2570" 644.000820389319 9 16
"2571" 749.997595106089 10 16
"2572" 869.997205870179 11 16
"2573" 1092.00419732317 12 16
"2574" 1256.99596680853 13 16
"2575" 1600.00174683636 14 16
"2576" 1900.00158620705 15 16
"2577" 543.000369275999 2 14
"2578" 660.000108886498 3 14
"2579" 850.003102943956 4 14
"2580" 975.002465780217 5 14
"2581" 1050.00478470175 6 14
"2582" 1150.00319544355 7 14
"2583" 1250.00146213042 8 14
"2584" 737.001553458096 9 12
"2585" 753.003593475254 10 12
"2586" 824.997206278618 11 12
"2587" 936.996924547645 12 12
"2588" 1125.00189603326 13 12
"2589" 1371.00592333286 14 12
"2590" 1200.0037970747 15 12
"2591" 709.996471283663 31 10
"2592" 779.996942652755 32 10
"2593" 886.995580702412 33 10
"2594" 947.995731871848 34 10
"2595" 1059.99556167681 35 10
"2596" 1278.9951377899 36 10
"2597" 1222.99738805738 37 10
"2598" 679.998097246959 9 16
"2599" 724.998800231354 10 16
"2600" 774.997652254713 11 16
"2601" 774.997652254713 12 16
"2602" 878.002990793462 13 16
"2603" 899.99571301833 14 16
"2604" 1022.9951244431 15 16
"2605" 426.998286354816 16 11
"2606" 509.999629883765 17 11
"2607" 600.000206870348 18 11
"2608" 600.997034351658 19 11
"2609" 600.000206870348 20 11
"2610" 600.000206870348 21 11
"2611" 649.998464123521 22 11
"2612" 319.999681346152 13 9
"2613" 349.998895932531 14 9
"2614" 418.999614552802 15 9
"2615" 448.9987034056 16 9
"2616" 480.001870130714 17 9
"2617" 509.001009576785 18 9
"2618" 526.999710918781 19 9
"2619" 294.000068402436 20 11
"2620" 308.999605438849 21 11
"2621" 359.998548680869 22 11
"2622" 381.999767512359 23 11
"2623" 409.001981183293 24 11
"2624" 413.00099410829 25 11
"2625" 448.9987034056 26 11
"2626" 660.000108886498 27 12
"2627" 699.999765469656 28 12
"2628" 739.999862213333 29 12
"2629" 799.998617866852 30 12
"2630" 850.003102943956 31 12
"2631" 899.99571301833 32 12
"2632" 949.998114637014 33 12
"2633" 924.996542807467 21 12
