dealer;izby;rozloha;resale;cena
Owner;1;506.3829787;Yes;11.9
Owner;3;1256.077796;Yes;62
Dealer;3;2090.106828;Yes;180
Dealer;3;2083.263331;Yes;620
Owner;2;1095.156972;Yes;45
Owner;1;672.2418784;Yes;20.9
Dealer;2;1050;Yes;210
Owner;3;2122.015915;Yes;48
Owner;3;2000;Yes;85
Builder;3;1298.040214;No;51
Builder;1;343.8914027;No;15.2
Dealer;4;3984.313725;Yes;1270
Owner;4;200;Yes;40
Dealer;3;1133.033796;Yes;58
Owner;2;860.0917431;Yes;30
Dealer;3;1150.086256;Yes;60
Dealer;2;1200.030001;Yes;160
Dealer;2;860.3174603;Yes;54.2
Dealer;4;2254.791432;No;140
Dealer;3;923.9940387;Yes;31
Owner;3;1850.016518;Yes;56
Dealer;3;1350.308642;Yes;35
Dealer;2;1334.289813;Yes;27.9
Owner;2;1619.433198;Yes;20
Dealer;2;1161.061349;Yes;68.7
Dealer;1;720.0378967;Yes;76
Dealer;4;3260.160835;Yes;150
Builder;3;148828.8288;No;8260
Dealer;3;1764.913519;Yes;200
Builder;3;1481.481481;No;100
Dealer;2;820.0754469;Yes;50
Owner;2;1230.186894;Yes;52
Dealer;2;1044.008995;Yes;130
Dealer;2;1150.035386;Yes;65
Dealer;3;1825.37268;Yes;60
Dealer;3;873.1717966;No;120
Builder;2;649.0478041;No;83.5
Dealer;2;1180.03181;Yes;230
Dealer;2;790.4761905;Yes;33.2
Dealer;3;1445.141662;Yes;76
Dealer;3;1625.094482;Yes;64.5
Owner;2;1204.045593;Yes;75
Dealer;2;1171.137136;Yes;62
Builder;3;971.4285714;No;34
Owner;2;1069.047619;Yes;44.9
Owner;2;1220.188575;Yes;22
Dealer;2;834.2857143;Yes;29.2
Dealer;3;1410.146174;Yes;82
Dealer;3;1637.660485;Yes;57.4
Dealer;3;1686.874012;Yes;160
Dealer;4;2838.328792;Yes;250
Dealer;3;1073.191672;Yes;200
Owner;2;1082.251082;Yes;40
Owner;2;1200.135227;Yes;35.5
Dealer;2;10541.47465;Yes;91.5
Dealer;3;1664.305949;Yes;47
Owner;2;1254.045307;Yes;62
Dealer;2;1100.009167;Yes;120
Dealer;2;707.1380921;No;53
Dealer;2;957.090445;Yes;60
Dealer;3;1450;Yes;46.4
Dealer;2;1150.020721;Yes;55.5
Owner;3;1362.271993;Yes;59
Dealer;2;1110.095338;Yes;85
Owner;2;1045.178692;Yes;31
Dealer;2;950.0998004;Yes;23.8
Dealer;1;670.0278625;Yes;50.5
Dealer;3;1818.482394;Yes;220
Owner;2;1000;Yes;25
Dealer;3;985.2216749;Yes;26
Dealer;3;1367.61488;Yes;100
Dealer;2;850.3401361;Yes;15
Dealer;4;2141.491396;Yes;56
Dealer;3;1400;No;72.8
Owner;3;1450;Yes;87
Dealer;2;1161.369193;Yes;19
Owner;3;1331.164029;Yes;90
Owner;2;750.0986972;Yes;38
Dealer;3;1804.966096;Yes;370
Owner;2;1204.04765;Yes;94
Owner;2;755.1553877;Yes;26
Dealer;1;550.0354862;Yes;62
Dealer;2;1095.322676;Yes;37
Owner;2;1120.042166;Yes;85
Dealer;3;1663.46769;Yes;52
Dealer;2;1000;Yes;36
Owner;2;780.2340702;Yes;18
Owner;4;2856.201252;Yes;260
Dealer;1;500;Yes;21.3
Dealer;1;721.8913554;Yes;40
Dealer;3;1471.361009;Yes;140
Owner;2;1100.110011;Yes;70
Owner;2;1200.274348;Yes;35
Dealer;3;2180.232558;Yes;180
Dealer;3;2039.72088;Yes;76
Owner;3;1180.124224;Yes;57
Owner;1;701.2622721;Yes;20
Dealer;2;972.1608484;Yes;44
Dealer;2;1224.204267;Yes;35
Dealer;3;1150.020125;Yes;400
Dealer;1;725.966682;Yes;95
Builder;2;805.1784023;No;25.5
Dealer;2;1094.420601;Yes;51
Dealer;2;594.0510035;No;140
Dealer;3;1265.111049;Yes;90
Owner;2;807.9719903;Yes;30
Owner;3;1350;Yes;27
Dealer;3;1695.269987;Yes;81
Dealer;2;900.0423549;Yes;85
Dealer;3;1619.87041;Yes;180
Owner;2;1178.054527;Yes;35
Dealer;1;468.0187207;Yes;72
Dealer;3;1449.975834;Yes;210
Dealer;2;1092.028194;Yes;110
Owner;2;1195.355191;Yes;35
Dealer;2;826.3974972;Yes;140
Dealer;4;2456.93307;Yes;87
Dealer;3;1294.915254;Yes;38.2
Owner;3;1875;Yes;51
Owner;3;1539.82825;Yes;52
Dealer;1;724.1501416;Yes;40.9
Owner;3;1575.091575;Yes;86
Owner;3;1440.092166;Yes;50
Owner;2;899.7429306;Yes;28
Dealer;3;1500.272777;Yes;55
Owner;4;2319.464371;Yes;97
Dealer;3;2284.232621;Yes;370
Dealer;2;1248.275862;Yes;36.2
Dealer;3;1529.902643;Yes;110
Dealer;3;1641.009612;Yes;210
Owner;1;599.9250094;Yes;32
Dealer;5;5261.640479;Yes;730
Dealer;2;1298.701299;Yes;52
Dealer;1;625;Yes;29.4
Dealer;4;1210.036938;Yes;190
Owner;1;732.6304407;Yes;27.1
Dealer;3;1265.822785;Yes;210
Dealer;3;1650.109446;Yes;98
Owner;2;1200;Yes;15
Dealer;2;720.3918932;Yes;150
Dealer;3;2185.593298;Yes;240
Dealer;2;655.0392757;Yes;49.2
Dealer;3;1479.859895;Yes;84.5
Dealer;3;1666.666667;No;140
Owner;2;995.0248756;Yes;32
Dealer;3;3844.208397;Yes;380
Dealer;1;617.0150987;Yes;85
Dealer;2;1057.753332;Yes;100
Owner;3;1400.437637;Yes;32
Owner;2;1250;Yes;42
Dealer;3;2521.273243;Yes;160
Dealer;4;2200.236267;Yes;74.5
Owner;2;1742.015761;Yes;42
Dealer;2;1119.512195;No;45.9
Dealer;3;1518.178186;Yes;190
Owner;3;1650.520273;Yes;46
Dealer;2;927.7504105;Yes;33.9
Dealer;2;1150.283836;Yes;38.5
Dealer;2;1045.057392;Yes;61
Dealer;3;1735.015773;Yes;99
Owner;3;1645.303233;Yes;86
Dealer;3;1557.197592;Yes;56.9
Owner;4;2059.378754;Yes;120
Builder;2;407.7253219;No;24.7
Owner;3;1300.191205;Yes;34
Dealer;3;1564.812857;Yes;74
Owner;4;2219.263205;Yes;50
Dealer;4;3132.53012;Yes;130
Owner;2;785.0834151;Yes;40
Dealer;3;1850.220264;Yes;42
Owner;2;592.0496194;Yes;42
Dealer;3;1980;Yes;79.2
Dealer;3;1584.847313;Yes;82
Dealer;3;2225.886232;Yes;270
Dealer;3;1480.228378;Yes;70
Owner;3;1225.073164;Yes;180
Owner;1;647.0181902;Yes;28.1
Dealer;3;909.5318943;No;150
Owner;1;550.0982318;Yes;28
Dealer;4;2360.346184;Yes;90
Owner;2;664.0507093;Yes;22
Owner;3;1278.15945;Yes;80
Owner;2;1075.037626;Yes;50
Owner;2;1025.125628;Yes;51
Dealer;3;1260.005929;Yes;85
Dealer;3;1303.538175;Yes;140
Builder;2;1000;No;33
Dealer;3;1350.048216;Yes;210
Dealer;2;1125.015801;Yes;89
Owner;2;1173.269852;Yes;69
Dealer;5;1677.279964;No;590
Dealer;3;1931.09197;Yes;69.5
Dealer;2;1098.666667;Yes;41.2
Dealer;6;3000;Yes;900
Dealer;2;1225.769669;Yes;430
Dealer;2;1044.129236;Yes;53
Dealer;3;1265.148488;Yes;95
Owner;3;996.8669895;Yes;35
Dealer;2;1013.824885;Yes;33
Owner;3;1664.201183;Yes;90
Dealer;3;1715.492214;Yes;130
Dealer;3;2100.25203;Yes;75
Dealer;3;758.8692848;Yes;240
Owner;2;1100.101626;Yes;43.3
Owner;2;927.1277582;Yes;50
Dealer;2;850.0380614;No;67
Dealer;2;1270.098635;Yes;94
Dealer;4;2325.581395;Yes;100
Dealer;3;1924.383065;Yes;85
Owner;3;1423.785595;Yes;85
Dealer;1;645.0423885;Yes;35
Dealer;3;1450.039547;Yes;55
Dealer;3;1315.032465;Yes;320
Owner;2;1017.055234;Yes;65
Dealer;2;515.1983514;Yes;130
Dealer;2;870.213824;Yes;35
Dealer;3;1380.28169;Yes;53.9
Dealer;3;1529.902643;Yes;110
Owner;3;1599.409449;Yes;32.5
Dealer;2;1000;Yes;100
Owner;1;580.0464037;Yes;30
Dealer;2;899.8054475;Yes;37
Dealer;1;580.0464037;Yes;45
Owner;2;1063.007344;Yes;55
Owner;3;1160.092807;Yes;35
Dealer;6;3280.182232;Yes;360
Dealer;3;82138.49061;No;7390
Dealer;2;889.0469417;Yes;100
Owner;3;1794.974073;Yes;90
Dealer;2;1090.094574;Yes;21.9
Dealer;1;575.4614549;Yes;21.2
Dealer;1;610.0660905;Yes;24
Owner;1;740;Yes;18.5
Owner;2;820.1202843;Yes;45
Dealer;2;1280.091708;Yes;67
Builder;1;654.8255938;No;30.6
Dealer;2;701.0418506;Yes;39.7
Dealer;3;1924.097665;Yes;290
Dealer;3;1725.163593;Yes;58
Dealer;2;930.2325581;Yes;22
Dealer;2;1167.542323;Yes;220
Dealer;1;645.0012404;Yes;52
Dealer;2;986.9565217;Yes;45.4
Owner;2;850.0510031;Yes;25
Dealer;3;1110.143666;Yes;51
Dealer;3;1595.644828;Yes;170
Dealer;3;1660.280971;Yes;65
Dealer;3;1459.380574;Yes;180
Dealer;4;2799.865606;Yes;500
Dealer;4;2845.528455;No;140
Dealer;2;1234.132581;No;35
Dealer;1;800;Yes;26.4
Owner;3;1920.076803;Yes;160
Dealer;3;2548.939641;Yes;250
Owner;3;2221.100454;Yes;220
Dealer;1;699.1673552;Yes;110
Dealer;3;1700.017709;Yes;480
Dealer;2;1155.042203;Yes;26
Owner;1;1065.246338;Yes;8
Owner;2;1025.115325;Yes;60
Dealer;2;980.031851;Yes;240
Dealer;3;1733.102253;Yes;250
Dealer;2;947.8672986;Yes;170
Owner;3;1074.413052;Yes;27
Dealer;2;1140.114011;Yes;76
Dealer;3;1458.837772;Yes;48.2
Dealer;4;1890.034364;Yes;88
Dealer;2;918.1050312;Yes;50
Owner;2;840.0537634;Yes;25
Builder;3;1391.428571;No;48.7
Owner;3;1100;Yes;66
Dealer;4;2663.760746;Yes;440
Owner;2;950.2515372;Yes;34
Owner;2;1450.209475;Yes;45
Dealer;2;677.0833333;No;65
Dealer;3;2341.076895;Yes;130
Dealer;1;414.0786749;Yes;14
Owner;3;1377.065598;Yes;55
Dealer;3;3304.347826;Yes;19
Dealer;4;2650.299902;Yes;190
Dealer;2;1162.855549;Yes;41.7
Dealer;2;858.0523803;Yes;59.3
Dealer;2;677.0153296;Yes;140
Dealer;3;1334.782609;Yes;61.4
Owner;2;950.1187648;Yes;24
Owner;2;1107.05913;Yes;42.5
Dealer;2;931.5411066;Yes;29.8
Builder;3;1500;No;30
Dealer;2;926.1674928;Yes;35.5
Dealer;2;1202.086641;Yes;53
Dealer;3;2620.373403;Yes;160
Dealer;1;744.0839229;Yes;61
Owner;2;1300.390117;Yes;30
Dealer;2;890.052356;Yes;42.5
Dealer;6;3900.011143;Yes;2100
Dealer;3;1861.356932;Yes;63.1
Dealer;3;1474.820144;Yes;45.1
Dealer;1;650.026001;Yes;50
Dealer;2;1049.333333;Yes;78.7
Dealer;3;1782.077393;Yes;140
Dealer;2;854.5454545;Yes;23.5
Owner;1;600.0857265;Yes;14
Owner;2;1200.087279;Yes;55
Dealer;1;650.0691563;Yes;47
Dealer;3;1789.473684;Yes;68
Dealer;2;1240.149851;Yes;96
Dealer;3;3117.820807;Yes;190
Dealer;2;2562.929062;Yes;56
Dealer;3;3454.894434;Yes;360
Dealer;2;464.7249191;No;35.9
Dealer;2;1063.11008;Yes;110
Dealer;2;1175.153889;Yes;42
Owner;2;750;Yes;60
Dealer;3;3000.01875;Yes;1600
Dealer;1;655.0308008;Yes;31.9
Dealer;3;1611.170784;Yes;120
Owner;3;1500.093756;Yes;80
Owner;2;1000;Yes;26
Owner;3;1500.203832;Yes;73.6
Dealer;1;699.9351912;Yes;54
Dealer;1;489.9387577;Yes;28
Dealer;2;828.7063893;Yes;100
Owner;2;850.2772643;Yes;23
Dealer;2;950.0542888;Yes;70
Dealer;3;1622.187336;Yes;62
Dealer;2;607.3656894;Yes;110
Dealer;2;820.1701094;Yes;27
Dealer;2;1269.990593;Yes;40.5
Dealer;4;2080.332853;No;130
Dealer;2;950.1689189;Yes;45
Dealer;2;1050.06105;Yes;43
Owner;4;3000;Yes;96
Dealer;3;1265.365148;Yes;35
Dealer;3;1765.063907;Yes;87
Dealer;2;1060.111836;Yes;91
Owner;2;1234.060058;Yes;150
Dealer;3;1625.135428;Yes;75
Dealer;2;813.0081301;Yes;320
Owner;3;2317.497103;Yes;160
Dealer;2;643.9150032;Yes;200
Owner;3;1295.097132;Yes;70
Owner;3;2015.237159;Yes;82
Dealer;3;1000;Yes;42.5
Owner;3;1659.125189;Yes;55
Dealer;3;1300.027858;Yes;140
Dealer;3;2828.282828;Yes;280
Dealer;1;550.1618123;Yes;17
Owner;3;1445.02145;Yes;64
Dealer;3;1185.185185;Yes;240
Dealer;3;1300;Yes;26
Dealer;3;1724.952741;Yes;73
Owner;3;1050;Yes;42
Dealer;2;850.0380614;No;67
Dealer;2;996.1040329;Yes;94.6
Dealer;1;666.6666667;Yes;100
Owner;3;1604.857948;Yes;74
Dealer;3;1740.200387;Yes;99
Owner;2;1480.191554;Yes;68
Dealer;3;1479.13365;Yes;140
Owner;1;550.0431406;Yes;25.5
Owner;2;1133.884298;Yes;34.3
Dealer;4;2288.091524;Yes;220
Dealer;3;1270.078446;Yes;34
Dealer;2;680.0176805;Yes;200
Dealer;3;1466.083151;Yes;67
Owner;2;1287.128713;Yes;52
Dealer;3;1260.210035;Yes;54
Owner;2;874.9756951;Yes;45
Dealer;3;1250;Yes;60
Owner;1;460.0200736;Yes;27.5
Owner;2;1013.451262;Yes;110
Dealer;3;1462.140992;Yes;140
Dealer;3;1206.987824;Yes;22.8
Owner;1;490.1960784;Yes;10
Owner;3;1676.094699;Yes;80
Owner;2;1000;Yes;17
Dealer;2;1126.797905;Yes;170
Dealer;2;889.7569444;Yes;41
Dealer;3;1000;Yes;27
Dealer;3;1400;Yes;49
Dealer;2;1063.321386;Yes;26.7
Owner;2;1227.253491;Yes;58
Owner;2;860.1177003;Yes;57
Owner;1;625;Yes;19
Owner;3;1450.209475;Yes;90
Dealer;1;625;Yes;26.9
Dealer;3;1300.108342;Yes;60
Dealer;2;977.1759615;Yes;140
Dealer;2;956.0550151;Yes;57
Dealer;2;1245.056394;Yes;170
Dealer;2;1342.281879;No;100
Owner;3;1265.022138;Yes;40
Dealer;2;1157.85411;Yes;30
Dealer;2;1200.213847;Yes;44.9
Owner;2;1099.830795;Yes;52
Dealer;3;2803.738318;Yes;240
Owner;2;800;Yes;22
Dealer;2;1160.196341;Yes;26
Owner;3;1460.11396;Yes;41
Dealer;1;427.7159966;No;130
Owner;2;680;Yes;68
Dealer;3;1696.277118;Yes;190
Dealer;2;1200;Yes;60
Dealer;1;711.0057769;Yes;48
Owner;3;1510.067114;Yes;45
Owner;2;1000;Yes;29.5
Owner;3;1236.15761;Yes;48
Dealer;3;1954.761905;Yes;82.1
Owner;3;1893.222264;Yes;100
Owner;2;719.9424046;Yes;20
Dealer;2;586.4644016;Yes;150
Dealer;2;1139.04709;Yes;82
Owner;2;874.2857143;Yes;30.6
Dealer;1;650.1182033;Yes;22
Dealer;2;1160.513527;Yes;160
Dealer;4;3965.217391;Yes;570
Dealer;2;1125.137212;Yes;82
Owner;2;600.0774293;Yes;15.5
Dealer;3;2454.3379;Yes;430
Owner;3;1500;Yes;60
Dealer;1;375;Yes;90
Owner;3;1796.407186;Yes;150
Owner;2;1099.680738;Yes;31
Dealer;2;1212.121212;Yes;46
Dealer;2;1056.038154;Yes;62
Owner;1;450.0818331;Yes;22
Dealer;2;1185.600345;Yes;110
Owner;3;1700.037779;Yes;90
Owner;2;898.0144404;Yes;19.9
Dealer;3;1794.258373;Yes;75
Dealer;1;619.0800471;Yes;100
Dealer;2;1230.0123;Yes;30
Owner;3;1070.038911;Yes;44
Dealer;3;1200;Yes;60
Owner;2;820;Yes;41
Dealer;1;630.0029647;Yes;85
Dealer;3;1694.031796;Yes;130
Dealer;2;1055.987248;Yes;53
Dealer;3;1845.574388;Yes;49
Dealer;2;713.7990331;Yes;220
Owner;1;601.0016694;Yes;36
Owner;3;1085.236265;Yes;48
Dealer;1;623.4242494;Yes;27.2
Dealer;3;1083.032491;Yes;60
Owner;3;1494.768311;Yes;80
Dealer;4;3168.027294;Yes;260
Owner;3;1420.047733;Yes;59.5
Dealer;2;1015.037594;Yes;54
Dealer;2;1000;Yes;80
Dealer;1;644.0369753;Yes;42.5
Dealer;2;618.907628;Yes;120
Owner;3;1707.317073;Yes;70
Owner;3;823.0452675;Yes;40
Dealer;2;828.6148322;Yes;120
Dealer;2;1100.151745;Yes;58
Owner;3;1000;Yes;41
Owner;3;1270.065267;Yes;72
Dealer;2;50582.66103;No;7900
Owner;2;900.0163639;Yes;55
Dealer;2;1077.586207;Yes;240
Owner;2;1150.012778;Yes;45
Dealer;3;1020.906387;No;230
Dealer;3;1748.863239;Yes;150
Dealer;2;503.3432392;No;54.2
Dealer;3;1801.152738;Yes;150
Owner;1;700.152207;Yes;23
Dealer;2;2166.064982;Yes;180
Dealer;3;1345.154387;Yes;88
Dealer;1;425.0190307;Yes;67
Owner;2;8723.404255;Yes;41
Dealer;1;560.0149337;Yes;60
Dealer;2;1000;Yes;47
Owner;1;625;Yes;20
Dealer;4;6141.183919;Yes;970
Owner;2;1183.151917;Yes;75
Dealer;3;1780.104712;Yes;85
Dealer;5;4200.019765;Yes;1700
Dealer;2;1123.333333;Yes;33.7
Dealer;2;940.0705053;Yes;40
Dealer;3;1000;Yes;30
Owner;2;750;Yes;22.8
Dealer;2;950.0886749;Yes;37.5
Dealer;2;825.8602711;Yes;39.6
Dealer;2;434.9876223;Yes;36.9
Dealer;2;1143.094669;Yes;110
Dealer;2;906.1383566;Yes;27.9
Dealer;2;1052.307692;Yes;34.2
Owner;2;950.0113097;Yes;42
Owner;3;1170.212766;Yes;33
Dealer;3;1350.078493;Yes;43
Dealer;3;2017.032721;Yes;180
Dealer;2;1160.128225;Yes;76
Dealer;3;1613.531273;Yes;66.3
Dealer;2;935.1325758;Yes;39.5
Owner;2;1000;Yes;35
Dealer;2;1230.0123;Yes;250
Dealer;3;1909.892262;Yes;39
Dealer;1;309.9573809;Yes;8
Dealer;3;1780.063291;Yes;90
Owner;6;3200;Yes;80
Owner;2;1209.302326;Yes;52
Owner;2;792.1140644;Yes;45
Dealer;2;1075.170006;Yes;58.5
Dealer;4;2326.122354;Yes;100
Dealer;4;2528.199144;Yes;130
Owner;1;398.1797497;Yes;7
Owner;3;1880.242985;Yes;130
Dealer;4;4398.826979;Yes;330
Dealer;1;618.0469716;Yes;25
Owner;2;899.0053558;Yes;47
Dealer;2;1071.046055;Yes;60
Owner;1;600.0648719;Yes;18.5
Dealer;1;636.0078278;Yes;52
Dealer;3;1440.819243;No;60.5
Owner;3;1150.054765;Yes;42
Owner;3;1659.71643;Yes;59.7
Dealer;1;339.2857143;Yes;9.5
Dealer;2;913.7983552;Yes;30
Owner;2;794.7976879;Yes;22
Dealer;3;1896.964856;Yes;95
Dealer;3;1450.176093;Yes;70
Dealer;2;949.754902;Yes;31
Owner;3;1666.025887;Yes;130
Owner;3;1700.15456;Yes;55
Owner;2;925.0693802;Yes;30
Owner;2;1350.135014;Yes;60
Owner;2;1054.969461;Yes;57
Owner;2;807.3196986;Yes;30
Dealer;1;625;Yes;43
Dealer;3;1689.655172;Yes;53.9
Dealer;2;1000;Yes;500
Dealer;3;1179.025752;Yes;190
Dealer;3;1649.892757;Yes;100
Owner;3;1250;Yes;50
Owner;2;712.1057986;Yes;28
Dealer;3;1358.152912;Yes;170
Owner;2;1114.965312;Yes;45
Dealer;2;1124.137931;Yes;32.6
Dealer;3;1664.239651;Yes;160
Owner;2;1245.274628;Yes;56
Dealer;3;2700.270027;Yes;150
Owner;3;1225.204201;Yes;42
Dealer;4;1746.023432;Yes;1000
Dealer;3;1671.595731;Yes;260
Dealer;2;866.6666667;Yes;130
Dealer;3;1546.391753;Yes;51
Dealer;3;1843.204719;Yes;150
Dealer;2;800;Yes;150
Owner;2;970.0044769;Yes;65
Dealer;3;1344.250275;No;110
Dealer;2;614.0106056;Yes;22
Dealer;2;726.7720307;Yes;60.7
Dealer;2;1250;Yes;70
Dealer;2;650.0072223;Yes;180
Owner;2;980.0078401;Yes;25
Dealer;2;1125.082727;Yes;85
Dealer;1;638.4615385;Yes;24.9
Dealer;3;1691.386937;Yes;260
Dealer;2;1050.153902;Yes;58
Dealer;2;1230.138391;Yes;48
Dealer;3;1533.166458;Yes;98
Dealer;3;1741.75569;Yes;150
Dealer;3;3706.34355;Yes;260
Dealer;2;591.9395466;Yes;23.5
Owner;3;1799.775028;Yes;32
Dealer;2;1043.131294;Yes;54.9
Owner;3;1654.70852;Yes;36.9
Dealer;1;635.0550381;Yes;45
Owner;3;1428.262281;Yes;66
Owner;2;800;Yes;32
Dealer;2;1112.522686;Yes;61.3
Dealer;2;1029.442042;Yes;200
Dealer;4;2090.492554;Yes;73
Dealer;3;1462.056841;Yes;49.9
Dealer;2;1160.092807;Yes;75
Owner;4;1532.912534;Yes;68
Dealer;5;3625.290023;Yes;250
Dealer;2;749.6940024;Yes;24.5
Dealer;3;1380.145278;Yes;57
Dealer;2;1260.005929;Yes;85
Dealer;3;1274.813331;No;140
Dealer;4;2800.33604;Yes;200
Owner;3;1200;Yes;24
Dealer;3;1469.004015;Yes;300
Owner;1;431.547619;Yes;8.7
Dealer;2;1330.180313;Yes;90
Dealer;2;1200.107875;Yes;89
Dealer;2;1421.052632;Yes;81
Dealer;2;1296.018032;Yes;69
Dealer;2;1066.666667;Yes;160
Dealer;3;1622.971286;Yes;91
Owner;2;1200.082764;Yes;58
Dealer;3;1294.117647;Yes;110
Dealer;3;1400;Yes;56
Dealer;2;1519.525908;Yes;100
Builder;4;4307.692308;No;560
Dealer;2;1063.183475;Yes;140
Owner;1;550.017188;Yes;32
Builder;2;752.8011204;No;21.5
Dealer;3;1980.079203;Yes;330
Dealer;2;910.2787456;Yes;20.9
Dealer;3;957.9854934;Yes;140
Dealer;4;4009.970738;Yes;370
Owner;3;1656.804734;Yes;42
Dealer;1;700.0577367;Yes;48.5
Dealer;1;550.0045834;Yes;60
Owner;1;549.8059508;Yes;8.5
Owner;3;1620.482904;Yes;100
Dealer;2;929.0540541;Yes;71.5
Dealer;2;680;Yes;170
Dealer;3;1850.220264;Yes;42
Owner;2;1200.075005;Yes;64
Dealer;2;753.3193132;Yes;240
Dealer;3;2137.259558;Yes;90
Builder;2;1000;No;32
Dealer;2;953.1703274;Yes;46
Dealer;2;1134.997997;Yes;170
Owner;2;900.090009;Yes;60
Owner;2;1296.036289;Yes;120
Dealer;3;1608.680675;Yes;46.7
Owner;2;1304.844234;Yes;80
Dealer;2;900.1058948;Yes;25.5
Dealer;2;974.9303621;Yes;84
Owner;2;744.9714428;Yes;30
Dealer;3;1701.837985;Yes;75
Dealer;2;1395.186606;Yes;80
Owner;4;2584.236159;Yes;260
Dealer;3;1580.066849;Yes;52
Dealer;2;1289.247013;Yes;46.4
Dealer;3;1409.495549;Yes;47.5
Dealer;3;1760.082023;Yes;51.5
Owner;1;560.0416775;Yes;21.5
Dealer;1;550.0278104;Yes;89
Dealer;2;1450.245426;Yes;65
Owner;2;600.060006;Yes;20
Dealer;2;850;Yes;170
Dealer;2;1105.146827;Yes;70
Owner;3;1115.004779;Yes;35
Dealer;3;1908.665105;Yes;65.2
Dealer;1;750.0394758;Yes;95
Owner;3;1800;Yes;57.6
Dealer;3;2575.713026;Yes;87.6
Dealer;3;1900.337838;Yes;90
Owner;2;674.8357308;Yes;38
Owner;2;1000;Yes;70
Dealer;3;1724.137931;Yes;130
Dealer;3;1350.135014;Yes;75
Dealer;2;1156.186613;Yes;57
Owner;1;490.0759618;Yes;20
Dealer;3;1136.363636;No;100
Owner;2;1200;Yes;33
Owner;1;700.1166861;Yes;24
Dealer;3;1726.47258;Yes;51
Builder;3;839.2973325;No;64.5
Dealer;2;1242.015614;Yes;35
Dealer;3;2240.143369;Yes;450
Dealer;2;1310.043668;Yes;75
Dealer;1;685.0459482;Yes;41
Owner;3;1505.32654;Yes;65
Dealer;2;1015.046573;Yes;85
Dealer;2;1260.636621;Yes;160
Owner;2;1650.485437;Yes;34
Dealer;1;520;Yes;39
Dealer;3;1553.852703;Yes;73
Dealer;1;463.6068614;No;100
Dealer;3;1935.015722;Yes;240
Dealer;4;3559.322034;Yes;420
Dealer;2;891.5834522;Yes;100
Owner;3;1474.193548;Yes;45.7
Dealer;1;587.4630784;Yes;17.9
Dealer;2;1172.208014;Yes;55
Dealer;1;747.1264368;Yes;15.6
Dealer;3;3417.45531;No;390
Dealer;1;763.0939993;Yes;44
Dealer;2;862.8954938;Yes;54
Dealer;2;828.7063893;Yes;100
Dealer;3;1783.21233;Yes;140
Owner;2;1060.180854;Yes;34
Dealer;1;675.9294029;Yes;36
Dealer;3;1700.198356;Yes;60
Builder;3;1269.990593;No;27
Dealer;2;1020.176831;Yes;45
Dealer;3;999.2254067;Yes;25.8
Owner;1;555.1252259;Yes;21.5
Dealer;3;886.957293;Yes;200
Dealer;4;2852.128126;Yes;130
Dealer;3;1250;Yes;130
Dealer;3;1680.226388;Yes;95
Dealer;2;889.4736842;Yes;33.8
Dealer;3;1720.163149;Yes;97
Dealer;2;1067.140952;Yes;48
Owner;2;1210.165389;Yes;60
Dealer;4;4040.40404;No;400
Dealer;3;1744.541485;No;79.9
Dealer;3;1750.18423;Yes;95
Dealer;2;1225.004504;Yes;68
Dealer;2;1100.141044;Yes;78
Dealer;2;1018.14059;Yes;44.9
Dealer;3;1595.041699;Yes;350
Owner;1;560.0497822;Yes;18
Dealer;2;1095.088819;Yes;52.4
Dealer;3;1479.394153;No;42
Owner;2;1170.242407;Yes;42
Dealer;3;1500.110302;Yes;68
Owner;2;1100.352113;Yes;25
Owner;2;875.8233716;Yes;35.9
Owner;2;1047.120419;Yes;30
Owner;4;2888.888889;Yes;130
Dealer;4;3180.071552;Yes;240
Dealer;2;1127.219417;Yes;69.2
Dealer;3;997.0089731;No;110
Dealer;3;1655.359566;Yes;61
Owner;3;1600;Yes;100
Owner;1;657.1899464;Yes;31.9
Dealer;2;1145.155113;Yes;29.9
Dealer;3;2666.666667;Yes;200
Dealer;2;950.0577738;Yes;74
Dealer;3;1300.108342;Yes;48
Owner;2;736.0581919;Yes;42.5
Owner;2;1184.475806;Yes;23.5
Dealer;1;650.0413663;Yes;55
Dealer;2;711.8927973;Yes;34
Owner;3;1290.084777;Yes;70
Owner;2;1010.10101;Yes;32
Owner;2;804.0809269;Yes;46.5
Dealer;1;625;Yes;97
Owner;2;930.1405106;Yes;47
Dealer;3;1576.182137;Yes;45
Dealer;2;1160.003093;Yes;450
Dealer;3;1165.740931;Yes;170
Dealer;3;1252.435291;Yes;180
Dealer;3;1659.622429;Yes;58.9
Dealer;2;1050.080775;Yes;65
Owner;3;2297.090352;Yes;240
Dealer;4;3584.229391;Yes;290
Dealer;2;1300.108342;Yes;48
Dealer;2;656.3833279;No;140
Dealer;3;923.1468849;Yes;20.3
Dealer;3;745.049505;Yes;30.1
Dealer;3;1585.048498;Yes;67
Owner;8;4049.988429;Yes;350
Dealer;4;1824.817518;Yes;110
Dealer;3;137536.254;No;9010
Dealer;3;1689.76647;Yes;89
Dealer;3;1048.327138;Yes;28.2
Owner;1;400;Yes;22
Dealer;3;1263.051533;Yes;75
Owner;3;1481.578947;Yes;56.3
Dealer;3;2199.951112;Yes;180
Owner;2;1359.81217;Yes;69.5
Dealer;2;1099.96541;Yes;63.6
